mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,term,model,data,index,seed,true_value,filename,nsam
-0.9327184263670112,5.490660101753673e-4,0.028909291141158002,-0.9884972105212605,-0.9523782284326809,-0.9328150776448413,-0.9133147043231529,-0.8779038620914232,2772.207706291877,1.000535599494083,relative_fitness,no-meas-error,meas-error-neg,1,20191025,-1,no-meas-error--meas-error-neg--1000sims,1000
6.118218120799093,0.004572035940705182,0.24448643433049017,5.662026527038466,5.9452704943059835,6.1104551074192734,6.285837579924271,6.606189042562314,2859.501060524767,0.9997703630683167,kappa,no-meas-error,meas-error-neg,1,20191025,5,no-meas-error--meas-error-neg--1000sims,1000
-0.9073583651199242,5.288253790770325e-4,0.02748230881673638,-0.9632555194110923,-0.9251896704949789,-0.9073996750009046,-0.8890796069960725,-0.8542022722325574,2700.7342502596853,1.0008869973900902,relative_fitness,no-meas-error,meas-error-neg,2,20191026,-1,no-meas-error--meas-error-neg--1000sims,1000
6.430707662785071,0.004891263700654138,0.255478843965181,5.935712377962723,6.255573533929658,6.425788173129112,6.605041781773252,6.938564344403346,2728.1467630194365,1.0018953587938366,kappa,no-meas-error,meas-error-neg,2,20191026,5,no-meas-error--meas-error-neg--1000sims,1000
-0.912044138059632,5.532671918235257e-4,0.029324588268660256,-0.9683589536640964,-0.932205603566969,-0.9119322344962639,-0.8926790751631006,-0.852688701100858,2809.2734239382603,1.0011488298431261,relative_fitness,no-meas-error,meas-error-neg,3,20191027,-1,no-meas-error--meas-error-neg--1000sims,1000
6.023501677097706,0.004629281131761847,0.23642941925326974,5.560683334692706,5.864285296118333,6.019266266799839,6.181790368925518,6.490158124723256,2608.410376393401,1.0013957189261156,kappa,no-meas-error,meas-error-neg,3,20191027,5,no-meas-error--meas-error-neg--1000sims,1000
-0.9807794994700677,5.455668251013276e-4,0.0287108348216565,-1.0360874988096704,-1.0004781646178902,-0.980307701767916,-0.9620463559549131,-0.924197660499632,2769.464060095073,1.0003689014707164,relative_fitness,no-meas-error,meas-error-neg,4,20191028,-1,no-meas-error--meas-error-neg--1000sims,1000
6.11396212501869,0.004716757884957495,0.24514344929599735,5.652230728412475,5.9442575281913514,6.110684157090669,6.27945592978893,6.591125919452747,2701.179324453367,0.9999236783602655,kappa,no-meas-error,meas-error-neg,4,20191028,5,no-meas-error--meas-error-neg--1000sims,1000
-0.8965096877367779,5.274443140608591e-4,0.028397188700966663,-0.9526305045220689,-0.9154608656587493,-0.8966117885054636,-0.8766971741523646,-0.8419804462244631,2898.6612505948788,1.0011323201760642,relative_fitness,no-meas-error,meas-error-neg,5,20191029,-1,no-meas-error--meas-error-neg--1000sims,1000
6.096674844849432,0.004495455562476111,0.24402610495962845,5.624910569290404,5.928352643546181,6.097329241350892,6.262664507812211,6.580357769536597,2946.62695838781,0.9996515717914128,kappa,no-meas-error,meas-error-neg,5,20191029,5,no-meas-error--meas-error-neg--1000sims,1000
-0.9550329107979871,4.768149702172094e-4,0.0277580362279834,-1.0087228801655586,-0.9738676893222402,-0.9550756320194839,-0.935901007453783,-0.9020222139297951,3389.047939249956,1.0013690274548943,relative_fitness,no-meas-error,meas-error-neg,6,20191030,-1,no-meas-error--meas-error-neg--1000sims,1000
6.332949481159899,0.004702856439019999,0.2559929661024557,5.835714064691509,6.156003098560482,6.33265394700631,6.494798726086971,6.8546471371588025,2963.006619711356,0.9999792745743672,kappa,no-meas-error,meas-error-neg,6,20191030,5,no-meas-error--meas-error-neg--1000sims,1000
-0.9663189633019991,6.256389709805798e-4,0.029407710910008017,-1.0261815931290803,-0.9857056712955368,-0.9657097546650194,-0.9462090572764602,-0.9109014975324676,2209.4025695874434,0.9995379965454178,relative_fitness,no-meas-error,meas-error-neg,7,20191031,-1,no-meas-error--meas-error-neg--1000sims,1000
6.353875958755591,0.005030936529487924,0.2590278618621621,5.861818439892532,6.173744241320518,6.352537226828398,6.52748621722119,6.876445743453644,2650.9118397091615,1.0003848231650863,kappa,no-meas-error,meas-error-neg,7,20191031,5,no-meas-error--meas-error-neg--1000sims,1000
-0.9547239867546937,5.717064746968524e-4,0.027746994454943396,-1.0093882428450085,-0.9734859594478974,-0.9547155839216455,-0.935913301026511,-0.8999980738102035,2355.513910507981,0.9998472020842035,relative_fitness,no-meas-error,meas-error-neg,8,20191032,-1,no-meas-error--meas-error-neg--1000sims,1000
6.624954630579165,0.005455444500368331,0.2698141641261316,6.127253677723849,6.441566439111677,6.614855898322986,6.797868114312376,7.174390059919972,2446.071825287336,1.0000694013754023,kappa,no-meas-error,meas-error-neg,8,20191032,5,no-meas-error--meas-error-neg--1000sims,1000
-0.8997117593825323,5.118615096906562e-4,0.027408373540373475,-0.9539961773343159,-0.9187595288092026,-0.899005109590735,-0.8808949828630901,-0.8467799287688257,2867.223731318982,1.0001129658413028,relative_fitness,no-meas-error,meas-error-neg,9,20191033,-1,no-meas-error--meas-error-neg--1000sims,1000
6.366356258234387,0.004416945199237109,0.24854254259448616,5.897928265053131,6.197559196167556,6.360885123479923,6.529259307348958,6.870784748561513,3166.339302399455,0.9995440903772443,kappa,no-meas-error,meas-error-neg,9,20191033,5,no-meas-error--meas-error-neg--1000sims,1000
-0.9491445940190102,5.410468941097248e-4,0.028076154580659925,-1.0041101182710832,-0.9684373515323769,-0.9488158423113495,-0.9305708224155012,-0.8948886018675538,2692.8082744262647,1.0005411519287843,relative_fitness,no-meas-error,meas-error-neg,10,20191034,-1,no-meas-error--meas-error-neg--1000sims,1000
