mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,term,model,data,index,seed,true_value
1.0461456951954993,5.368606473485889e-4,0.0238177474047781,1.0000713578077673,1.0297632289113243,1.0456538487581382,1.0625314691759906,1.093094791516975,1968.2407938366614,1.0028704545640832,relative_fitness,alex-modified,no-meas-error,1,20191025,1
1.0720894037351991,5.39415325420843e-4,0.024674700713875723,1.0239400542072647,1.0552595498368973,1.0715954373726337,1.0887651456233696,1.1207375726357656,2092.4602916022272,0.9998833582548385,relative_fitness,alex-modified,no-meas-error,2,20191026,1
1.1849072291445706,0.19161360958194076,0.2747306976327737,0.9853758532516504,1.0176658198913158,1.0391609078482629,1.2183146575883121,1.772171266097207,2.055709172603498,10.32673703272816,relative_fitness,alex-modified,no-meas-error,3,20191027,1
1.0418040415224978,4.6237682779326484e-4,0.023448150101482157,0.9960817821607831,1.0261389537119916,1.0417393530962715,1.057451975300327,1.0872760267590869,2571.7280920138674,0.9996880413926501,relative_fitness,alex-modified,no-meas-error,4,20191028,1
1.0407332925478292,0.0010168086865074086,0.02474654755482407,0.9911153102110081,1.0245573954761913,1.041291847829661,1.0561179633063886,1.0895656915371064,592.3122856933477,0.9994440948742109,relative_fitness,alex-modified,no-meas-error,5,20191029,1
0.9877001610188938,5.288251578248771e-4,0.022543894474967238,0.9452318339021564,0.9721908963871305,0.987604357201748,1.0028047998712282,1.0324813168775502,1817.3294750949613,1.0028264460048488,relative_fitness,alex-modified,no-meas-error,6,20191030,1
1.0174995791229302,4.718060148472109e-4,0.022886825339649853,0.973321612625774,1.0018393871777624,1.017491997259984,1.0326628985374722,1.0619786102608861,2353.1204829391977,1.0004854067987274,relative_fitness,alex-modified,no-meas-error,7,20191031,1
0.9963087899290065,4.5412994471654393e-4,0.023041646747908515,0.9519823003011225,0.9805226146574357,0.9964716259735692,1.011526728455545,1.041833481108396,2574.3450044005203,1.0001574257849006,relative_fitness,alex-modified,no-meas-error,8,20191032,1
1.0540763273525402,5.122141648196697e-4,0.02375663829177693,1.0072013602039245,1.0386026504691586,1.0546549550340127,1.069829398658977,1.1002919409863676,2151.130718316738,1.0001184249885546,relative_fitness,alex-modified,no-meas-error,9,20191033,1
0.9163140401925015,0.14482241899580903,0.20669974554336326,0.49605106816116473,0.8607308831063473,1.0250135498319115,1.0440249719967087,1.0782760744771973,2.037080959057863,8.42499532438204,relative_fitness,alex-modified,no-meas-error,10,20191034,1
