mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,term,model,data,index,seed,true_value
1.0461456951954993,5.368606473485889e-4,0.0238177474047781,1.0000713578077673,1.0297632289113243,1.0456538487581382,1.0625314691759906,1.093094791516975,1968.2407938366614,1.0028704545640832,relative_fitness,alex-modified,no-meas-error,1,20191025,1
1.0720894037351991,5.39415325420843e-4,0.024674700713875723,1.0239400542072647,1.0552595498368973,1.0715954373726337,1.0887651456233696,1.1207375726357656,2092.4602916022272,0.9998833582548385,relative_fitness,alex-modified,no-meas-error,2,20191026,1
1.1849072291445706,0.19161360958194076,0.2747306976327737,0.9853758532516504,1.0176658198913158,1.0391609078482629,1.2183146575883121,1.772171266097207,2.055709172603498,10.32673703272816,relative_fitness,alex-modified,no-meas-error,3,20191027,1
1.0418040415224978,4.6237682779326484e-4,0.023448150101482157,0.9960817821607831,1.0261389537119916,1.0417393530962715,1.057451975300327,1.0872760267590869,2571.7280920138674,0.9996880413926501,relative_fitness,alex-modified,no-meas-error,4,20191028,1
1.0407332925478292,0.0010168086865074086,0.02474654755482407,0.9911153102110081,1.0245573954761913,1.041291847829661,1.0561179633063886,1.0895656915371064,592.3122856933477,0.9994440948742109,relative_fitness,alex-modified,no-meas-error,5,20191029,1
0.9877001610188938,5.288251578248771e-4,0.022543894474967238,0.9452318339021564,0.9721908963871305,0.987604357201748,1.0028047998712282,1.0324813168775502,1817.3294750949613,1.0028264460048488,relative_fitness,alex-modified,no-meas-error,6,20191030,1
1.0174995791229302,4.718060148472109e-4,0.022886825339649853,0.973321612625774,1.0018393871777624,1.017491997259984,1.0326628985374722,1.0619786102608861,2353.1204829391977,1.0004854067987274,relative_fitness,alex-modified,no-meas-error,7,20191031,1
0.9963087899290065,4.5412994471654393e-4,0.023041646747908515,0.9519823003011225,0.9805226146574357,0.9964716259735692,1.011526728455545,1.041833481108396,2574.3450044005203,1.0001574257849006,relative_fitness,alex-modified,no-meas-error,8,20191032,1
1.0540763273525402,5.122141648196697e-4,0.02375663829177693,1.0072013602039245,1.0386026504691586,1.0546549550340127,1.069829398658977,1.1002919409863676,2151.130718316738,1.0001184249885546,relative_fitness,alex-modified,no-meas-error,9,20191033,1
0.9163140401925015,0.14482241899580903,0.20669974554336326,0.49605106816116473,0.8607308831063473,1.0250135498319115,1.0440249719967087,1.0782760744771973,2.037080959057863,8.42499532438204,relative_fitness,alex-modified,no-meas-error,10,20191034,1
0.9783337768505749,5.796159635597509e-4,0.023919275216738724,0.9326548566318488,0.9618681780153586,0.9777800476105505,0.9945633512851806,1.0269507068697936,1703.0027742905236,1.001988711365584,relative_fitness,alex-modified,no-meas-error,11,20191035,1
1.0771028781402436,0.032354669864062935,0.057646968368701146,1.0070111617219994,1.039127427639441,1.059836371463795,1.0921244200212425,1.2374951683466997,3.1745268168532514,2.4637301798840725,relative_fitness,alex-modified,no-meas-error,12,20191036,1
1.0413952428799675,4.836581813491266e-4,0.023454187457972203,0.9960106633135452,1.02556883238324,1.041297260577025,1.0573171855025232,1.0875267673455007,2351.6013826148824,1.000466004541499,relative_fitness,alex-modified,no-meas-error,13,20191037,1
1.0056395993033596,5.027314088976101e-4,0.02271189953928003,0.9610163123613134,0.9904985086118279,1.0057009742223424,1.0208916173664493,1.0505434663372326,2040.9618105786335,1.0031772899618574,relative_fitness,alex-modified,no-meas-error,14,20191038,1
0.9987995929394118,5.593611991242198e-4,0.023309821754018144,0.9534196490271721,0.9832133747858275,0.9982434746158153,1.0142317778877679,1.0456387660896804,1736.5737416220413,1.0012612560033813,relative_fitness,alex-modified,no-meas-error,15,20191039,1
1.0694058404856897,5.71876506469469e-4,0.02490366002473776,1.0206007624146112,1.0526169918521935,1.0693158736265214,1.0861258867740022,1.119036801340214,1896.3646316825232,1.0029465592025146,relative_fitness,alex-modified,no-meas-error,16,20191040,1
0.9938862267923403,4.728198744650988e-4,0.02303213145162795,0.9494457943319181,0.9783757535127466,0.9939378108955501,1.0090498985282208,1.039753505485901,2372.885674111705,0.9998956186612443,relative_fitness,alex-modified,no-meas-error,17,20191041,1
1.0536418527099007,5.852106792969128e-4,0.024508761610804754,1.006267499643203,1.0369241363479273,1.053604948159181,1.0704187171968407,1.1019042810857216,1753.9542035027087,1.0005894635806973,relative_fitness,alex-modified,no-meas-error,18,20191042,1
0.9791577760206188,5.192453920986707e-4,0.02368358640608261,0.9322310093730671,0.9633391364826187,0.9797412484851544,0.9952133371087954,1.0249271351268314,2080.4133602523984,1.0006529051349526,relative_fitness,alex-modified,no-meas-error,19,20191043,1
1.0600861948309552,5.022899838105862e-4,0.024340101209584977,1.0117273848519628,1.043845870994156,1.0603254023704891,1.0759790543647667,1.1078061653722229,2348.203459785275,1.000294436404947,relative_fitness,alex-modified,no-meas-error,20,20191044,1
1.00977083437684,4.6468017395165335e-4,0.023891854617804895,0.9624822816502564,0.9940780071793006,1.0095698801584354,1.0258549880838088,1.0569284502663052,2643.5738077073197,1.0002289180268755,relative_fitness,alex-modified,no-meas-error,21,20191045,1
1.0061089561075702,5.14343474241678e-4,0.023571211940245845,0.9619112285311969,0.9900271309513734,1.0057237012137037,1.0222200704998046,1.0526282165258276,2100.1840579776513,1.0008617436651488,relative_fitness,alex-modified,no-meas-error,22,20191046,1
0.9966399781455764,4.926637400301461e-4,0.023865326927293724,0.9505591182754546,0.9805936503627719,0.9969189357710251,1.0132447818592172,1.0428658749148765,2346.5703413012056,0.9994736688532051,relative_fitness,alex-modified,no-meas-error,23,20191047,1
