mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,term,model,data,index,seed,true_value,filename,nsam
1.173953440681836,0.00521588401011631,0.26012111674777916,0.6718097040815515,0.9949437007562958,1.169630942329193,1.354974429078129,1.6878246142903135,2487.112152498228,1.000791471584808,relative_fitness,alex-modified,likereal,1,20191025,1,alex-modified--likereal--1000sims,8
0.560601069861837,0.005617655172065506,0.2782737643646456,0.028806295772285606,0.37263676659439326,0.5546940518565642,0.7552020709721229,1.105281357798361,2453.7729307128857,1.0010281140320383,relative_fitness,alex-modified,likereal,2,20191026,1,alex-modified--likereal--1000sims,8
1.3578713213945002,0.005184713976594975,0.24065495374192222,0.8891557871372304,1.1947524025637601,1.360243395465866,1.5265026505091477,1.8205043618896217,2154.4677918314005,1.000643053545553,relative_fitness,alex-modified,likereal,3,20191027,1,alex-modified--likereal--1000sims,8
0.8860250011577655,0.004388125625720617,0.2133507646290266,0.473526264799547,0.7469584354904011,0.8833857049642047,1.0271679255680848,1.3144426146922135,2363.90654299727,1.0003896180683731,relative_fitness,alex-modified,likereal,4,20191028,1,alex-modified--likereal--1000sims,8
1.4311629472749745,0.008277068838961975,0.39134043289435766,0.7761226165338313,1.1527673663900928,1.3938048763716104,1.6587309817505553,2.317092693966729,2235.4054623945326,1.0014240100154133,relative_fitness,alex-modified,likereal,5,20191029,1,alex-modified--likereal--1000sims,8
0.7260886055525745,0.004571589018958827,0.2284190797253884,0.2970220915863743,0.5687306691591031,0.7212351120383793,0.8727616099998233,1.2076832873313437,2496.493233234541,0.9995217239318407,relative_fitness,alex-modified,likereal,6,20191030,1,alex-modified--likereal--1000sims,8
0.9670390162267218,0.0039895718625620625,0.22198929862139813,0.5446311339865416,0.8167614704756807,0.965074153098446,1.11397988889661,1.421589347835605,3096.07514961895,1.0020982171798278,relative_fitness,alex-modified,likereal,7,20191031,1,alex-modified--likereal--1000sims,8
0.8893993819612743,0.004214937125372626,0.21142155270784324,0.4748624365121114,0.75182285817313,0.8911233390740911,1.027583585539987,1.31680833173616,2516.032895012081,1.0008947122669813,relative_fitness,alex-modified,likereal,8,20191032,1,alex-modified--likereal--1000sims,8
0.8821522684558885,0.006134107695135333,0.27054973729178927,0.36408817270969013,0.7018911775876957,0.8793159373998403,1.061509996796392,1.4240854014086097,1945.3217390512566,0.9996570686290766,relative_fitness,alex-modified,likereal,9,20191033,1,alex-modified--likereal--1000sims,8
1.4840769847366606,0.005795551531626829,0.3009684708751882,0.9477304367352124,1.2774550709158938,1.4648324750300517,1.6750850126384702,2.1090440129276016,2696.8231031016117,1.0008003871964068,relative_fitness,alex-modified,likereal,10,20191034,1,alex-modified--likereal--1000sims,8
0.7637161233198516,0.005074399660428839,0.2364404394658311,0.3090782380744257,0.6041531443194497,0.7614164675356332,0.9194143917533864,1.2410895530721084,2171.071753926552,1.0007180141264267,relative_fitness,alex-modified,likereal,11,20191035,1,alex-modified--likereal--1000sims,8
1.1888697652906168,0.004324618933731398,0.22483321871344392,0.7491511052479038,1.0394656050399433,1.1841406452391192,1.3428839350065154,1.6234619913490607,2702.8706664235983,1.0002497402256147,relative_fitness,alex-modified,likereal,12,20191036,1,alex-modified--likereal--1000sims,8
0.40311644756111087,0.004862521070354378,0.23077135649789396,-0.04348416869519142,0.24289068290629084,0.4041118741590054,0.5615844035488686,0.8475401013580631,2252.3755966256526,1.0039017433824238,relative_fitness,alex-modified,likereal,13,20191037,1,alex-modified--likereal--1000sims,8
1.640596765332836,0.006601289681046494,0.31301519046601556,1.0823345084551421,1.4260426464101585,1.616944746581456,1.8394765129170105,2.304248433035162,2248.39828886316,1.0014119852113128,relative_fitness,alex-modified,likereal,14,20191038,1,alex-modified--likereal--1000sims,8
1.3103904944042406,0.005784668730619928,0.24546551704074174,0.8587979584577179,1.1413932580299433,1.29785845366887,1.4660967168004158,1.824956180132159,1800.6279848270945,1.0008398258434579,relative_fitness,alex-modified,likereal,15,20191039,1,alex-modified--likereal--1000sims,8
0.9967581615620293,0.006503521323386007,0.3052400744515966,0.40799059842679697,0.7889751476877416,0.98371408764933,1.199409690594684,1.614109958748305,2202.8552705630377,1.001339908864852,relative_fitness,alex-modified,likereal,16,20191040,1,alex-modified--likereal--1000sims,8
1.3004768477370028,0.0050122027723575255,0.24756711119063765,0.8173775242053901,1.1275681397290007,1.2967068656079639,1.4654120146602712,1.7838697470796536,2439.6562225858574,1.0004063425628535,relative_fitness,alex-modified,likereal,17,20191041,1,alex-modified--likereal--1000sims,8
0.6141258482807327,0.005263870349294058,0.2700078175891498,0.09665732909283115,0.42662419731104817,0.611298778512077,0.7931715678731786,1.1496964483901275,2631.130017059075,1.0021430169062995,relative_fitness,alex-modified,likereal,18,20191042,1,alex-modified--likereal--1000sims,8
0.906367005443499,0.006055283526007723,0.25343749870490784,0.4027134581470263,0.7370956833918305,0.9056223997882102,1.072264806856383,1.4039999190362737,1751.7526436065114,0.999309815058113,relative_fitness,alex-modified,likereal,19,20191043,1,alex-modified--likereal--1000sims,8
0.8477017292612367,0.004594446846192223,0.22809248850810185,0.4152860955039892,0.6885868310930249,0.8480799531216766,0.9991434169642931,1.3015266073941245,2464.651414141435,1.0030703713324833,relative_fitness,alex-modified,likereal,20,20191044,1,alex-modified--likereal--1000sims,8
1.2730708236833472,0.007283362475233001,0.31070875632169187,0.7257988309275224,1.0676376017566038,1.2479988788415417,1.4659171415673162,1.947251083029977,1819.8816109789623,1.003294519047842,relative_fitness,alex-modified,likereal,21,20191045,1,alex-modified--likereal--1000sims,8
