mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,term,model,data,index,seed,true_value,filename,nsam
1.085832990687261,0.0070864925175078775,0.3240018617655423,0.44677753419505845,0.8769112342537134,1.0891087005920859,1.3029848078747865,1.7089475021703677,2090.41419435789,1.000436998964396,relative_fitness,no-meas-error,likereal,1,20191025,1,no-meas-error--likereal--1000sims,8
8.619948448507314,0.07315169638071453,3.497458832007545,3.260877934284343,6.081441471255242,8.128300911918263,10.613168129395875,16.887809970196567,2285.8957423256475,1.0010050259874668,kappa,no-meas-error,likereal,1,20191025,5,no-meas-error--likereal--1000sims,8
0.44801272369142026,0.007644667228245596,0.34185773996493135,-0.23553142797304322,0.23044175816149254,0.45359512850239286,0.6720373597696484,1.0946682825076812,1999.7405981480786,1.0005216003284707,relative_fitness,no-meas-error,likereal,2,20191026,1,no-meas-error--likereal--1000sims,8
8.553616270081427,0.07448488076420459,3.6880839355533444,2.9664547895550015,5.914086481336035,7.984410158407479,10.673979052333133,16.98825766353405,2451.688777388327,0.9996249261265913,kappa,no-meas-error,likereal,2,20191026,5,no-meas-error--likereal--1000sims,8
1.484514617485239,0.006882658410525199,0.33431612425318846,0.8186739201867107,1.2710909232448298,1.4889066791009635,1.699481262377415,2.1327361409958834,2359.403476584829,1.000539052916444,relative_fitness,no-meas-error,likereal,3,20191027,1,no-meas-error--likereal--1000sims,8
6.207111378866741,0.04897979590353546,2.5257317374541968,2.393403152272623,4.36417435797218,5.819169893143549,7.674022550135097,11.95424677698752,2659.1357004004385,1.0013724506212782,kappa,no-meas-error,likereal,3,20191027,5,no-meas-error--likereal--1000sims,8
0.8172608288520856,0.005941545101081316,0.2915276565926227,0.24641313357482347,0.6373077477429767,0.8158764057580041,1.0053236312487304,1.40015033006686,2407.469129767262,1.001939218260352,relative_fitness,no-meas-error,likereal,4,20191028,1,no-meas-error--likereal--1000sims,8
5.70470194976328,0.044698045705164745,2.315747096162572,2.1476143590352708,4.016361976975666,5.399777352674652,7.023580520195792,11.053870103526519,2684.140133768379,1.0000831105276882,kappa,no-meas-error,likereal,4,20191028,5,no-meas-error--likereal--1000sims,8
1.1624347870667215,0.011365763126062401,0.4017577911998107,0.2624640763439792,0.9191833281240774,1.1809888897211198,1.4340997221105192,1.864410486002842,1249.4860565585825,1.0029170371444867,relative_fitness,no-meas-error,likereal,5,20191029,1,no-meas-error--likereal--1000sims,8
8.963708273020378,0.10708758556249444,4.204607171758355,2.574998302618025,5.919620564650404,8.380175694586926,11.27530630272595,18.81116573590237,1541.6031876834659,1.0012445460063213,kappa,no-meas-error,likereal,5,20191029,5,no-meas-error--likereal--1000sims,8
0.7660654290027155,0.007656137972696509,0.322762982261655,0.08863632129140478,0.5586608371219174,0.7779770822965744,0.9809898395462668,1.3631535997326547,1777.2476003808224,1.0029753786899527,relative_fitness,no-meas-error,likereal,6,20191030,1,no-meas-error--likereal--1000sims,8
6.534592648866723,0.062198438641203314,2.878682986660146,2.138373206372434,4.449586931209251,6.142754560652225,8.156809640273826,13.30931903119099,2142.045623102949,1.0004332783067662,kappa,no-meas-error,likereal,6,20191030,5,no-meas-error--likereal--1000sims,8
0.992147931127387,0.006624262101218956,0.3109352123857092,0.36029140790537434,0.7986583498488451,0.9986207225534696,1.1919653125648226,1.5957169107687503,2203.255175279886,0.9999281467088939,relative_fitness,no-meas-error,likereal,7,20191031,1,no-meas-error--likereal--1000sims,8
6.363112472638644,0.06090047634120093,2.6923220095727625,2.2053214303026802,4.385888478343121,6.011649306325184,7.927335789819462,12.398230985887844,1954.396265088734,1.0024103333592151,kappa,no-meas-error,likereal,7,20191031,5,no-meas-error--likereal--1000sims,8
0.894675186682362,0.006131824076695017,0.2869798240758588,0.2958806389915704,0.7126460452980555,0.9027575458296433,1.0840533381291753,1.4453417803094795,2190.399629474221,1.0002315279504117,relative_fitness,no-meas-error,likereal,8,20191032,1,no-meas-error--likereal--1000sims,8
7.4302647535382755,0.0626997953172311,3.1904987310981094,2.662973563577168,5.14732657561015,6.9508616179477345,9.206080318746878,15.134434918841663,2589.315113753709,1.0022154923528648,kappa,no-meas-error,likereal,8,20191032,5,no-meas-error--likereal--1000sims,8
0.7419415976707862,0.005700642229309141,0.2996198026540317,0.11941763936340398,0.5536932964123155,0.7470469722393438,0.9429718368274946,1.2949568263008644,2762.443829109872,1.0010213798346477,relative_fitness,no-meas-error,likereal,9,20191033,1,no-meas-error--likereal--1000sims,8
8.109358551986272,0.06943720445455716,3.3579679043313657,2.9911666379551236,5.71633875123498,7.605687444885643,9.895635011285911,15.97556970529589,2338.668284170794,1.0009962428192145,kappa,no-meas-error,likereal,9,20191033,5,no-meas-error--likereal--1000sims,8
1.4410491913745738,0.008439502325393521,0.36235076689687473,0.6759752343322227,1.2194699190218201,1.4626800093231538,1.683581000447832,2.1240273297042562,1843.4216989474135,1.00234032866058,relative_fitness,no-meas-error,likereal,10,20191034,1,no-meas-error--likereal--1000sims,8
7.258686071610969,0.0748660882858334,3.351124466293368,2.366217767094274,4.854930819513221,6.688330040007655,8.99238799261142,15.192811691553505,2003.5991232568188,1.000777237896772,kappa,no-meas-error,likereal,10,20191034,5,no-meas-error--likereal--1000sims,8
0.693574364556577,0.007779156356031473,0.3480650854747481,-0.03919687994946414,0.48018703424335907,0.7075445257518697,0.9257686623461974,1.33826474963364,2001.9624219851707,1.000255882083143,relative_fitness,no-meas-error,likereal,11,20191035,1,no-meas-error--likereal--1000sims,8
