relative_fitness,kappa,chain
-0.5239400069510668,2.399743113223972,1
0.19307644461082207,3.1297071303351243,1
0.2980738673730583,3.391625119052396,1
-1.4524010614263394,1.1202738619965225,1
-0.33574047355551345,1.5571208103407086,1
-0.3545236704219163,1.6703111560563177,1
-0.8400647042303278,2.4563883990583193,1
-0.7681006396582589,1.6910526141968356,1
-0.7681006396582589,1.6910526141968356,1
-1.2839198811749912,1.4064796450120896,1
-0.777042008076605,1.6559974405266702,1
-0.8588484243771836,1.9187874032137844,1
-0.26951857025335196,1.6974754826952343,1
-0.8783213262660451,2.701440216642378,1
-0.359699653958091,1.7659926739809493,1
-0.8364419544584609,2.2492552314402894,1
-1.0363921054940133,1.7082127940006502,1
-0.5338172595328827,1.6377535021928562,1
-0.26310962063919147,2.383028877618191,1
0.03921686970051609,2.399264411235401,1
-0.2020499945129951,2.1784114102745256,1
-0.09760385967722006,2.5811377714556056,1
-0.09135417876685169,2.818848723544551,1
-0.07776246848691713,1.826827069778787,1
-0.7194343783932209,1.814104237908066,1
-0.3187485551192895,2.899754349210416,1
-0.9114307035232987,1.6692242420213836,1
-0.5276683896695618,1.9612510600326394,1
-0.1756791340142896,2.187598770345591,1
-1.0599765718625176,1.7388864159792494,1
-0.3089566060142405,1.6130211381376698,1
-0.3032764451525929,1.7177101882136296,1
-0.31282145220658764,2.804994824072636,1
-1.0332168174057996,0.9980913084681032,1
-0.8291455125832314,2.045689409027666,1
-0.8287956609543916,2.4295615615328137,1
0.0636175418158474,2.273672776011272,1
-0.2951940862511928,3.579121003329925,1
-0.4549975091534324,3.6409141476638878,1
0.14634432205813636,2.8489181351165915,1
-0.06976682489974105,2.0512569740399704,1
-1.0352251422006555,1.422119018479868,1
-0.3859202039316775,2.640766383043231,1
-0.3154345101178628,2.207251740511426,1
-0.6758445860020474,2.138469153627711,1
-0.8929666862551074,1.1367917473860527,1
-0.8148447341827166,2.037947190026551,1
-0.3354428696104262,1.2374522901319307,1
-0.004710445036388377,1.2660998794098792,1
-0.493336726957168,2.8883325253234253,1
-0.02034790384995187,2.5856978266574155,1
-0.5542764554964198,2.045834978894509,1
0.6068928295477486,3.0734244722172095,1
-1.1901724214133875,1.8386086464621796,1
-1.3657604666086227,2.095693285335848,1
-1.3030942384244415,2.065876691108814,1
-0.7295247349020553,2.625631278364109,1
-0.7284522730962036,2.783757220898659,1
-0.7232857909448194,2.173399814013113,1
-0.6387329638585791,1.7291267781930653,1
0.2730712886527283,2.2247209239126997,1
-0.7746757135472775,1.4619113536061903,1
-0.7664866986798783,1.3937612114779019,1
-1.1577755185739693,1.4905586426471706,1
-1.487135676093198,1.0783530268723014,1
-0.4263348829231415,2.5603304093501444,1
-0.17434347874276432,2.098794956912409,1
-0.3783441123733785,2.7753498357125426,1
-0.30985180691208597,1.966013715795222,1
-0.8251029098237402,1.6006982674183077,1
-0.338865337594542,0.7379800303430073,1
-0.4026637983224843,1.4134754875524378,1
-0.3412495690770279,3.0514658494648317,1
-0.5214196990355792,3.364585509704506,1
-0.513165177366537,4.348672045368756,1
-0.7286554011210288,0.793452184272125,1
-0.1173175539263841,1.203162967463878,1
-0.3347527450897672,1.8371727601232712,1
-0.7207038312128344,2.6202685062253095,1
-0.31778408269730174,1.384032654820251,1
-0.9157707792676195,1.8809143440492178,1
-0.42285433671797934,0.7311235114659683,1
-0.3547201884988936,0.7045186831650609,1
-0.17084619399887474,3.850420155314538,1
-0.1196286868268857,3.634630243808155,1
-0.6610812169628618,3.25251336933409,1
-0.48395951588134667,3.5043736985038496,1
-0.5630673689369826,1.6758962752778865,1
-0.5141800950263843,1.8442387994299212,1
-0.6558386009453427,1.855560849411061,1
0.03590492353827523,1.2945010423183376,1
-0.4751621586704275,4.282178733027874,1
-1.1406455838753016,1.7403859221469307,1
-0.8192306333198709,1.9328237012948206,1
-0.5502630006579491,1.8006129876297232,1
0.09547230027210153,1.9881551763758936,1
-0.26900755015726174,1.6141986789017082,1
-0.3220665170122131,0.9679329152108401,1
-0.22502247263370515,5.6176885300498896,1
-0.860328730512549,2.7782991249770927,1
-0.2225026628394037,2.253702375831024,1
-0.4128160887233515,2.6437189705989037,1
0.22193705586619508,1.2745680412930869,1
-1.0546199628793818,2.6729432740064603,1
-0.5587755265664376,1.9939933458013779,1
-0.39468009195352155,3.0655443292813174,1
-0.12735195268422836,1.8185184511869967,1
-0.24671238894676054,1.8281253486406182,1
-0.5239561648521456,2.110459102550042,1
-0.3115161592621865,2.4253374142113975,1
-0.4600594925968835,1.671413561206932,1
-0.28843595118415716,3.03392361049834,1
-0.23538004810641042,2.0087358111626754,1
-0.08034534673725528,2.53389978089475,1
-0.1300621793260676,2.3875317689104834,1
-0.1579621166793137,2.3751166442362206,1
-0.2754855176022093,1.8307508459292259,1
-0.8757691728365258,1.8868329147971596,1
-0.8423082261923657,1.4110621826436367,1
-0.8995378695451203,2.103970738915868,1
-0.42541893514464535,1.9599774238870131,1
-0.1287365739164912,3.0276039139886306,1
0.12683068589942031,2.5529105696672314,1
-0.42297583822978435,1.8401796110124036,1
-0.1066447297417568,1.8780404894442797,1
-0.41127120274832435,2.8081829116792347,1
-0.1369104068854366,2.6946930279534143,1
-0.4940433700018677,2.3035107724307347,1
-0.18138071067715067,1.2347474882144336,1
-0.2028765682391056,1.118030916458814,1
-0.7278477513398092,0.8423646205497707,1
-0.33411049455461583,1.6090872422880003,1
-0.5196229206192154,0.5917981345809988,1
-0.84864088975163,1.2509667900160844,1
-0.45154243425529816,1.9834561197806169,1
-0.6191785992820908,2.54765317901076,1
0.6040659142803049,4.621416150240516,1
-1.7032697765109996,0.4771564442922105,1
-1.1784176030545506,0.6812624182852153,1
-1.2215375868361844,1.0491896284701454,1
-0.7915000033390439,0.877281363988616,1
-0.2680219101183234,1.169126857899139,1
-0.26780516936937715,2.416870836747859,1
