relative_fitness,kappa,chain
1.0121515784437085,4.74017682401424,1
1.0128518154623782,4.6582031744176415,1
1.0158078527745467,4.755672392486612,1
0.9869164747256418,5.005698805816106,1
1.0067588357266508,4.52914234642489,1
0.9937568415460875,4.707143428973775,1
1.0600749414471993,4.744011297148387,1
1.027340543130411,4.734033245709356,1
1.0273679329425165,4.754494455706506,1
1.0427841036102197,4.967551705670082,1
0.9993497149063183,4.564167150043486,1
1.064160106619436,5.160467657481688,1
1.0893007387678404,4.9510469090335345,1
0.9455039087520029,4.741803154849199,1
0.9869721726976837,4.437166240527523,1
0.9883928804844195,4.767470165295264,1
0.9580654281270929,4.668156542602913,1
1.006095951565188,4.564794302937649,1
0.9994392959370557,4.868916762727221,1
1.01383413264607,4.709819748693627,1
1.0275882121816888,4.622994067820451,1
1.0220926833626909,4.761674756222167,1
1.0329939687815566,4.612336460031665,1
1.02286488579729,5.104815402708933,1
1.0229000399808643,4.9039398703962105,1
1.0229663206901423,4.881669383980077,1
0.99805883953717,4.642892970073994,1
1.02714341056729,4.997819614824355,1
1.0349279411187757,4.630572259996288,1
1.0604658585506181,4.686273050515727,1
0.9989333600385476,5.053596590737775,1
1.0267858842074402,4.51329313912879,1
0.9676988711289436,4.678004350562537,1
1.0390454203021204,4.720734074138849,1
0.9932002054122074,4.90282998300597,1
1.0194409596512746,4.674186155468077,1
1.006913482379237,4.634592097443626,1
1.0306860466054324,4.898541585423433,1
1.0075131942555886,4.76939225157082,1
0.9945369409592758,4.97980761476922,1
1.0277168591983143,4.833399175316716,1
0.983398997491049,5.128142276516906,1
1.0631046720509736,4.658289311521236,1
0.9976321490433606,4.71737980259418,1
0.9981721284987886,4.531256005755157,1
1.0736625792454302,5.05945031536625,1
1.0340933032969613,5.004911768231033,1
1.0412186317898113,4.41252998021444,1
0.974915461582442,4.603868765311563,1
0.9828886556193519,4.591624101352098,1
0.9828886556193519,4.591624101352098,1
1.0481843033622018,4.960675137390667,1
1.0558221411218247,4.851787494689068,1
1.0073558438740433,4.8401788053954355,1
1.049297979186116,4.9463272221424095,1
1.0365228689718555,4.9786271548211944,1
1.0530546551542175,4.83713462159793,1
1.0638291790423193,4.832201019491763,1
1.0544334921630645,4.881998383081382,1
1.0911401730207808,5.0435131816548955,1
0.9859249550588034,4.683645381355115,1
0.9834230709830944,4.6617147285036555,1
