relative_fitness,kappa,chain
-1.47026068206625,3.415033921542081,1
-1.7335957790950487,4.088123822653334,1
-2.1565843026126257,5.613207338171843,1
-2.381235949211795,6.251401929723014,1
-0.9481900915997142,2.093925147487283,1
-1.9721118322361941,2.867126760478196,1
-1.6670158940340851,2.779232849419871,1
-1.8079084579815703,3.633639430475642,1
-1.828332887728091,3.5559196965836364,1
-1.6087820666724826,3.8392662646372036,1
-1.2110405374861741,3.286149296581362,1
-2.3911807912741665,4.225039825299385,1
-1.9453425379663825,2.873190195373813,1
-1.6217457970150135,3.652655551416063,1
-1.9264716361318104,3.2019488323461434,1
-1.986024157682938,3.179467651401106,1
-1.120993949761482,2.543168366700331,1
-1.9846011206557443,4.30981549695104,1
-0.9716274823972574,2.281540264944816,1
-1.3896208476495313,2.06140919256108,1
-2.016533929176134,3.671317663469282,1
-1.1550648045633538,4.953041881319998,1
-1.0681146050162305,5.128108252398139,1
-0.9420921446963167,5.4971589488450725,1
-1.013932341982164,3.4086515197778415,1
-1.1961588595675674,3.2320549932917055,1
-2.28413334153531,1.7434717962022672,1
-1.911821172569957,4.55510931835628,1
-1.3756946299242414,4.943877977464843,1
-1.7823196536834585,3.688932384262932,1
-1.494947173862506,2.940577711329922,1
-1.8824415862536794,2.100913014652579,1
-2.3478913438056117,8.720320514079418,1
-2.352497285524903,7.6243778987241395,1
-1.596218193286953,3.339412687956875,1
-2.0057615786321694,3.851821857326144,1
-1.4504831725323735,5.0142403170369905,1
-1.5447361557655919,5.032888840496334,1
-1.9714180271911441,2.228756814816817,1
-2.585373685394716,1.939508191183154,1
-2.585373685394716,1.939508191183154,1
-1.8907563283536712,1.6000899444752164,1
-1.7218788181135578,1.723711477924418,1
-1.6265423362015867,3.708574229629704,1
-1.9865102099993206,3.6949835825859867,1
-1.7564947286545374,4.116319619478111,1
-1.682058754706398,3.599539876674335,1
-1.3644020954733986,1.7714406982662467,1
-1.1141306539156572,3.1379896092725788,1
-1.9415597395976256,1.9622009066830801,1
-2.4155947808326017,3.3103361911674694,1
-1.5909861258845284,2.754008351572684,1
-1.769601335923312,4.468573867638838,1
-1.5717273561024403,2.813503863560293,1
-2.0032587741333354,4.06650837529888,1
-1.426719331878916,3.9747087952912397,1
-1.1903756977070852,1.97328380686803,1
-1.1770105036648513,2.2920938106600532,1
-1.760094759433053,3.0065007252135807,1
-1.8963460682284945,4.30380155194528,1
-1.7317151261823105,3.027606848548768,1
-1.4754682148537088,2.5077057098415914,1
-1.1407522410951978,1.6307666640433602,1
-1.623119350123884,1.8201012322239754,1
-1.2889829549150433,2.332634609149355,1
-1.5743472518818882,1.9199673004461737,1
-2.9414389516383874,2.118447718287612,1
-1.9152104394974965,1.454874644108411,1
-1.8826787677656864,1.3486512289271422,1
-1.8438856843909601,1.5631097415493242,1
-1.736051908386373,2.491679178454362,1
-1.3590900135109985,2.1897470208804286,1
-2.513703984102701,2.4748836257080575,1
-1.0423463676706919,5.065539907237174,1
-2.103847722994891,3.2467887563345763,1
-1.8572497912369115,3.9543196069423496,1
-1.6615924188038387,4.9135834472683655,1
-1.5723888910112216,5.462991705869361,1
-1.932615370596278,3.668686126385151,1
-2.3463151395296746,2.172771364233867,1
-0.8369074305227335,3.5482802024499844,1
-0.8369074305227335,3.5482802024499844,1
-1.7115333651634503,3.8332878645990256,1
-1.5491710769366993,3.2077916556481796,1
-1.9627062095508157,5.632533805726827,1
-1.5180587327385806,2.410622065078739,1
-2.077040044899349,5.486902591764418,1
